id;latitude;longitude
graces;48.5667;-3.18333
dinan;48.4564;-2.23639
harmoye;48.3333;-2.96667
saint-andre-des-eaux-22;48.3667;-2.01667
troguery;48.75;-3.21667
plourac-h;48.4167;-3.55
plourhan;48.6306;1.12834
ploubalay;48.5833;-2.15
boqueho;48.4833;-2.96667
coatreven;48.7667;-3.33333
cavan;48.6667;-3.35
langourla;48.2833;-2.41667
saint-samson-sur-rance;48.5;-2.03333
bulat-pestivien;48.4333;-3.33333
rostrenen;48.2333;-3.31667
vieux-bourg-22;48.3833;-3
ploubezre;48.7;-3.45
taden;48.4833;-2.01667
rouillac-22;48.3167;-2.36667
aucaleuc;48.45;-2.13333
tremeloir;48.55;-2.85
saint-pever;48.4833;-3.1
saint-mayeux;48.25;-3
saint-goueno;48.2667;-2.58333
hermitage-lorge;48.3333;-2.83333
saint-maden;48.3333;-2.08333
vicomte-sur-rance;48.5;-1.98333
paule;48.2333;-3.45
henanbihen;48.5667;-2.36667
guitte;48.3;-2.1
plehedel;48.7;-3
saint-caradec;48.2;-2.85
saint-glen;48.3667;-2.51667
crehen;48.55;-2.21667
tremuson;48.5167;-2.85
tregomeur;48.5667;-2.88333
saint-denoual;48.5333;-2.4
saint-nicodeme;48.3425;2.66084
treglamus;48.55;-3.28333
calanhel;48.4417;-3.48333
penvenan;48.8333;-3.36667
trevou-treguignec;48.8167;-3.35
pommerit-le-vicomte;48.6167;-3.08333
saint-bihy;48.3833;-2.96667
lamballe;48.4667;-2.51667
plougrescant;48.85;-3.23333
saint-thelo;48.2333;-2.85
merillac;48.25;-2.4
pledeliac;48.45;-2.38333
evran;48.3833;-1.98333
tonquedec;48.6667;-3.4
treguier;48.7833;-3.23333
grace-uzel;48.25;-2.8
plougonver;48.4833;-3.38333
ploulec-h;48.7181;2.49556
plaintel;48.4;-2.81667
saint-meloir-des-bois;48.4575;1.74917
uzel;48.2833;-2.85
saint-igeaux;48.2667;-3.1
pledran;48.45;-2.75
saint-michel-de-plelan;48.4667;-2.21667
faouet-22;48.6831;2.92611
leslay;48.4333;-2.96667
saint-gilles-les-bois;48.65;-3.1
saint-agathon;48.5667;-3.1
motte-22;48.2333;-2.75
penguily;48.3667;-2.5
saint-carreuc;48.4;-2.73333
hillion;48.5167;-2.68333
lanmodez;48.85;-3.1
guenroc;48.3167;-2.08333
lanrelas;48.25;-2.3
bodeo;48.3167;-2.93333
pommeret;48.4667;-2.63333
cohiniac;48.4667;-2.95
plessix-balisson;48.5333;-2.15
tremereuc;48.55;-2.06667
ploumilliau;48.6833;-3.51667
plerin;48.5333;-2.78333
saint-gilles-du-mene;48.25;-2.55
pleneuf-val-andre;48.6;-2.55
saint-trimoel;48.3833;-2.55
saint-servais-22;48.387;2.61223
saint-launeuc;48.2333;-2.38333
trebry;48.35;-2.55
lehon;48.4333;-2.05
plelo;48.5667;-2.95
saint-potan;48.55;-2.28333
saint-laurent-22;48.6189;2.7675
lannebert;48.6667;-3
yvias;48.7167;-3.05
saint-maudan;48.1167;-2.76667
saint-adrien;48.4833;-3.13333
ploubazlanec;48.8;-3.03333
plumieux;48.1;-2.6
tremargat;48.3333;-3.26667
coetmieux;48.5;-2.6
plufur;48.6;-3.56667
kergrist-moelou;48.3167;-3.31667
corseul;48.4833;-2.16667
begard;48.6333;-3.3
pabu;48.5833;-3.13333
tremeven-22;48.6667;-3.03333
mantallot;48.7;-3.3
plemy;48.3333;-2.68333
pont-melvez;48.45;-3.31667
plounevez-moedec;48.5667;-3.45
senven-lehart;48.4333;-3.06667
chapelle-neuve-22;48.462;2.57945
saint-helen;48.4667;-1.96667
loguivy-plougras;48.8167;-3.06667
vieux-marche;48.607;2.55195
louargat;48.5667;-3.33333
champs-geraux;48.4167;-1.96667
lohuec;48.4667;-3.51667
viersat;46.2833;2.43333
moutier-rozeille;45.9167;2.2
lussat-23;46.1833;2.33333
augeres;46.0833;1.73333
sermur;45.9833;2.43333
soumans;46.3;2.31667
merinchal;45.9167;2.48333
fresselines;46.3833;1.68333
janaillat;46.05;1.75
saint-avit-de-tardes;45.9167;2.28333
arfeuille-chatain;46.0667;2.43333
trois-fonds;46.2506;2.22806
saint-julien-la-genete;46.15;2.46667
saint-pierre-cherignat;45.9728;1.61417
colondannes;46.2833;1.61667
malval;46.35;1.88333
dontreix;45.9833;2.56667
noth;46.2333;1.58333
saint-alpinien;45.9833;2.23333
chapelle-taillefert;46.1;1.83333
pontcharraud;45.8667;2.28333
brionne-23;46.1667;1.78333
valliere;45.9;2.03333
brousse-23;45.9667;2.45
tardes;46.1333;2.33333
chatelus-malvaleix;46.3;2.01667
bosroger;45.9942;2.25028
lupersat;45.9833;2.35
chapelle-saint-martial;46.0167;1.93333
vareilles-23;46.3;1.48333
chard;45.95;2.48333
saint-junien-la-bregere;45.8833;1.75
genouillac-23;46.35;2
boussac-bourg;46.3667;2.23333
saint-vaury;46.2;1.75
saint-frion;45.8667;2.23333
mansat-la-courriere;45.9667;1.8
domeyrot;46.25;2.15
saint-pierre-de-fursac;46.15;1.51667
nouziers;46.4333;1.96667
saint-marc-a-loubaud;45.85;2
gentioux-pigerolles;45.7845;1.99417
maison-feyne;46.35;1.66667
cressat;46.1333;2.1
faux-mazuras;45.95;1.78333
bazelat;46.35;1.53333
saint-merd-la-breuille;45.75;2.43333
cheniers-23;46.35;1.83333
saint-dizier-les-domaines;46.3167;2.01667
auge-23;46.25;2.31667
cellette-23;46.4;2
saint-victor-en-marche;46.1184;1.81389
royere-de-vassiviere;45.8419;1.91194
aulon-23;46.0833;1.7
saint-domet;46.05;2.3
saint-silvain-montaigut;46.15;1.75
saint-priest-23;46.0833;2.33333
rougnat;46.0583;2.5
saint-pardoux-d-arnet;45.8833;2.33333
saint-martial-le-vieux;45.6667;2.28333
auzances;46.0167;2.5
mautes;45.95;2.38333
chamberaud;46.05;2.03333
foret-du-temple;46.4167;1.9
budeliere;46.2167;2.46667
saint-agnant-de-versillat;46.2833;1.51667
villard-23;46.3333;1.7
donzeil;46.0333;1.96667
vidaillat;45.9667;1.91667
pionnat;46.1667;2.01667
banize;45.9309;1.9975
tercillat;46.4167;2.05
saint-amand-jartoudeix;45.9167;1.66667
bussiere-nouvelle;46.0167;2.41667
maziere-aux-bons-hommes;45.8839;2.44084
saint-hilaire-la-plaine;46.1333;1.98333
bonnat;46.3333;1.9
toulx-sainte-croix;46.2833;2.21667
leyrat;46.3667;2.28333
sainte-feyre-la-montagne;45.8987;2.2325
lepaud;46.2333;2.38333
croze;45.8167;2.15833
saint-sebastien-23;46.4;1.53333
pontarion;46;1.85
saint-pierre-le-bost;46.4;2.26667
saint-etienne-de-fursac;46.15;1.51667
saint-oradoux-pres-crocq;45.8833;2.4
bellegarde-en-marche;45.9833;2.3
neoux;45.9167;2.25
villetelle-23;45.9167;2.35
evaux-les-bains;46.1667;2.48333
serre-bussiere-vieille;46.05;2.31667
saint-maurice-la-souterraine;46.2167;1.43333
celle-dunoise;46.3098;1.77
saint-pardoux-morterolles;45.8975;1.82111
saint-sulpice-le-gueretois;46.2;1.83333
mortroux;46.4;1.91667
marsac-23;46.1;1.6
puy-malsignat;46.0333;2.21667
clairavaux;45.7833;2.16667
champagnat-23;46.0167;2.28333
lavaveix-les-mines;46.0667;2.08333
saint-germain-beaupre;46.3167;1.55
masbaraud-merignat;45.9833;1.75
saint-priest-palus;45.9;1.66667
gioux;45.8083;2.125
mars-23;45.9833;2.48333
saint-maixant-23;46;2.2
malleret-boussac;46.35;2.13333
issoudun-letrieix;46.0667;2.15
thauron;46;1.81667
chenerailles;46.1167;2.16667
saint-dizier-la-tour;46.1333;2.16667
saint-dizier-leyrenne;46.0333;1.71667
alleyrat-23;45.9833;2.15
blaudeix;46.2333;2.06667
measnes;46.4167;1.78333
saint-eloi-23;46.0667;1.83333
moutier-d-ahun;46.1;2.05
saint-amand-23;45.9833;2.2
chambonchard;46.1833;2.55
linard;46.3667;1.86667
azat-chatenet;46.0667;1.76667
anzeme;46.2667;1.86667
peyrat-la-noniere;46.0833;2.25
magnat-l-etrange;45.7833;2.28333
clugnat;46.3;2.11667
chatelard-23;45.9667;2.46667
saint-priest-la-feuille;46.2;1.53333
pierrefitte-23;46.15;2.23333
saint-goussaud;46.0333;1.58333
soubrebost;45.9667;1.85
lioux-les-monges;45.95;2.45
saint-oradoux-de-chirouze;45.7333;2.33333
compas;45.9833;2.46667
chaussade;45.9833;2.23333
pouge;45.9833;1.95
flayat;45.7833;2.38333
poussanges;45.8167;2.21667
villedieu-23;45.7333;1.88333
mazeirat;46.15;1.96667
saint-leger-le-gueretois;46.15;1.81667
sagnat;46.3;1.63333
lizieres;46.2167;1.56667
ladapeyre;46.25;2.05
arrenes;46.0667;1.56667
fleurat;46.2406;1.67889
beissat;45.7667;2.28333
peyrabout;46.1;1.91667
gueret;46.1667;1.86667
bosmoreau-les-mines;46;1.75
saint-avit-le-pauvre;46;2.03333
crocq-23;45.8667;2.36667
lourdoueix-saint-pierre;46.4167;1.81667
mas-d-artige;45.7333;2.18333
saint-yrieix-la-montagne;45.8833;2.03333
saint-medard-la-rochette;46.0439;2.14611
saint-martin-chateau;45.8667;1.8
saint-martial-le-mont;46.05;2.08333
lavaufranche;46.3167;2.26667
saint-maurice-pres-crocq;45.8667;2.33333
celle-sous-gouzon;46.2167;2.2
rimondeix;46.2333;2.08333
chambon-sainte-croix;46.35;1.76667
saint-marc-a-frongier;45.9333;2.11667
saint-marien;46.4167;2.23333
roches-23;46.2833;1.98333
charron-23;46.0667;2.56667
verneiges;46.2667;2.33333
reterre;46.1;2.46667
bourg-d-hem;46.3;1.83333
nouzerolles;46.3833;1.73333
souterraine;46.2333;1.48333
saint-silvain-sous-toulx;46.2667;2.16667
chamborand;46.15;1.56667
savennes-23;46.1;1.9
sauniere;46.1333;1.95
champsanglard;46.2667;1.88333
saint-yrieix-les-bois;46.1;1.96667
saint-chabrais;46.1333;2.2
saint-silvain-bas-le-roc;46.3333;2.23333
vigeville;46.1667;2.06667
jalesches;46.3012;2.09584
bord-saint-georges;46.2667;2.3
jarnages;46.1833;2.08333
naillat;46.2667;1.63333
benevent-l-abbaye;46.1167;1.63333
moutier-malcard;46.3833;1.95
sardent;46.05;1.85
saint-julien-le-chatel;46.1167;2.26667
franseches;46.0167;2.03333
saint-laurent-23;46.1667;1.96667
chapelle-baloue;46.3667;1.58333
ahun;46.0833;2.05
nouzerines;46.3833;2.11667
fontanieres;46.1;2.5
sannat;46.1167;2.4
crozant;46.4;1.61667
saint-loup-23;46.1333;2.26667
mourioux-vieilleville;46.0773;1.64528
saint-hilaire-le-chateau;45.9833;1.9
saint-pardoux-le-neuf-23;45.9333;2.23333
saint-pierre-bellevue;45.9167;1.88333
gouzon;46.1833;2.23333
saint-silvain-bellegarde;45.9725;2.30306
chambon-sur-voueize;46.1833;2.41667
saint-sulpice-le-dunois;46.3;1.73333
boussac-23;46.3489;2.215
parsac;46.2;2.15
sous-parsat;46.05;1.96667
maisonnisses;46.0667;1.9
saint-quentin-la-chabanne;45.8667;2.16667
jouillat;46.2667;1.95
betete;46.3667;2.08333
saint-bard;45.9167;2.4
glenic;46.2167;1.93333
aubusson-23;45.95;2.16667
saint-christophe-23;46.1;1.86667
saint-priest-la-plaine;46.2;1.63333
chauchet;46.1075;2.33361
saint-fiel;46.2167;1.9
mainsat;46.05;2.38333
blessac;45.95;2.11667
ceyroux;46.0667;1.66667
feniers;45.75;2.13333
nouhant;46.2833;2.38333
montboucher;45.95;1.68333
lepinas;46.0833;1.93333
saint-georges-nigremont;45.8333;2.26667
malleret;45.7667;2.31667
courtine;45.7;2.26667
monteil-au-vicomte;45.9333;1.95
montaigut-le-blanc-23;46.1167;1.73333
saint-martin-sainte-catherine;45.9667;1.58333
basville;45.8667;2.4
saint-agnant-pres-crocq;45.8;2.35
bussiere-saint-georges;46.4;2.13333
grand-bourg;46.1667;1.65
saint-moreil;45.85;1.68333
saint-leger-bridereix;46.2833;1.58333
chavanat;45.95;1.96667
saint-sulpice-les-champs;46.15;2.01667
chatelus-le-marcheix;46;1.6
faux-la-montagne;45.75;1.93333
dun-le-palestel;46.3;1.66667
ars-23;46;2.06667
lafat;46.3333;1.65
bussiere-dunoise;46.2667;1.76667
nouaille-23;45.85;2.06667
auriat;45.8833;1.63333
saint-georges-la-pouge;45.9833;1.98333
villeneuve-23;45.8987;2.40945
saint-michel-de-veisse;45.95;2.05
azerables;46.35;1.48333
saint-pardoux-les-cards;46.0833;2.11667
sainte-feyre;46.1384;1.915
gartempe;46.15;1.73333
bourganeuf;45.95;1.75
felletin;45.8833;2.18333
ajain;46.2;2
saint-barthelemy-de-bellegarde;45.0778;0.210278
saint-capraise-de-lalinde;44.85;0.65
bayac;44.8;0.733333
tour-blanche;45.3667;0.45
monfaucon-24;44.9167;0.241667
vitrac-24;44.8333;1.25
beynac-et-cazenac;44.8333;1.15
sencenac-puy-de-fourches;45.3;0.7
saint-jory-las-bloux;45.3667;0.966667
azerat-24;45.15;1.11667
saint-nexans;44.8;0.55
pomport;44.7833;0.416667
change-24;45.1833;0.9
prats-de-carlux;44.9;1.3
saint-barthelemy-de-bussiere;45.6333;0.75
saint-julien-d-eymet;44.7167;0.433333
saint-amand-de-vergt;44.9833;0.7
lolme;44.7167;0.85
saint-andre-de-double;45.15;0.316667
savignac-de-miremont;44.9667;0.933333
eyliac;45.1667;0.866667
sainte-trie;45.3;1.18333
bouniagues;44.75;0.533333
saint-medard-de-mussidan;45.0333;0.35
chapdeuil;45.3333;0.483333
saint-pantaly-d-excideuil;45.3167;1.01667
bourrou;45.05;0.616667
paussac-et-saint-vivien;45.35;0.533333
saint-priest-les-fougeres;45.5333;1.01667
saint-germain-des-pres-24;45.3333;0.983333
grand-brassac;45.2833;0.483333
laveyssiere;44.9414;0.442222
daglan;44.7333;1.2
tourtoirac;45.2667;1.06667
veyrines-de-domme;44.7833;1.11667
razac-sur-l-isle;45.1667;0.616667
saint-victor-24;45.2667;0.433333
peyrignac;45.15;1.16667
badefols-sur-dordogne;44.85;0.8
mouleydier;44.85;0.6
ligueux-24;45.3;0.816667
saint-romain-de-monpazier;44.7167;0.883333
saint-cernin-de-l-herm;44.6333;1.03333
chalais-24;45.5167;0.916667
saint-sulpice-de-roumagnac;45.2;0.4
gageac-et-rouillac;44.8;0.341667
salignac-eyvigues;44.9745;1.32278
teillots;45.25;1.21667
fanlac;45.0667;1.1
coursac;45.1333;0.633333
cubjac;45.2167;0.933333
saint-vincent-jalmoutiers;45.2;0.183333
berbiguieres;44.8333;1.03333
sainte-marie-de-chignac;45.1333;0.833333
saint-just-24;45.3333;0.5
champcevinel;45.2167;0.733333
coux-et-bigaroque;44.8339;0.973333
auriac-du-perigord;45.1;1.13333
saint-vincent-de-cosse;44.8333;1.1
sainte-nathalene;44.9167;1.25
boulazac;45.1712;0.772222
plazac;45.0333;1.05
saint-michel-de-montaigne;44.8667;0.033333
soulaures;44.65;0.916667
riberac;45.25;0.333333
atur;45.15;0.75
sarlande;45.45;1.11667
bars-24;45.1;1.06667
augignac;45.5833;0.7
eyzerac;45.3833;0.916667
vanxains;45.2167;0.283333
sceau-saint-angel;45.4833;0.7
saint-michel-de-double;45.0833;0.283333
saint-avit-de-vialard;44.95;0.883333
saint-louis-en-l-isle;45.0667;0.4
limeuil;44.8833;0.9
saint-pierre-de-chignac;45.1333;0.85
saint-georges-de-montclard;44.9323;0.621111
celles-24;45.3;0.416667
sarrazac-24;45.4333;1.03333
cantillac;45.4;0.65
simeyrols;44.9;1.33333
saint-hilaire-d-estissac;45.0167;0.516667
gout-rossignol;45.4134;0.384167
eglise-neuve-de-vergt;45.0833;0.75
cazoules;44.8667;1.43333
creyssensac-et-pissot;45.0833;0.683333
puyrenier;45.4833;0.466667
saint-cirq-24;44.9333;0.95
douzillac;45.0833;0.416667
lembras;44.8833;0.533333
comberanche-et-epeluche;45.2833;0.266667
saint-cybranet;44.7833;1.18333
monpazier;44.6833;0.9
manzac-sur-vern;45.0833;0.583333
capdrot;44.6833;0.916667
saint-martial-d-albarede;45.3333;1.03333
saint-seurin-de-prats;44.8333;0.083333
saint-leon-d-issigeac;44.7167;0.683333
saint-laurent-sur-manoire;45.15;0.8
meyrals;44.9;1.05
condat-sur-trincou;45.3833;0.716667
savignac-les-eglises;45.2667;0.916667
quinsac-24;45.4333;0.7
razac-d-eymet;44.6833;0.483333
sainte-eulalie-d-ans;45.25;1.01667
carlux;44.8833;1.35
saint-martin-l-astier;45.05;0.333333
siorac-en-perigord;44.8167;0.983333
saint-martin-de-fressengeas;45.4333;0.85
urval;44.8167;0.933333
antonne-et-trigonant;45.2167;0.833333
lisle-24;45.2833;0.55
boisse-24;44.7167;0.65
saint-aulaye;45.2;0.133333
brantome;45.3667;0.65
saint-perdoux-24;44.7333;0.533333
mensignac;45.2167;0.566667
nouaille-24;45.3833;1.13333
grun-bordas;45.0464;0.652222
chancelade;45.2;0.666667
coly;45.0833;1.26667
singleyrac;44.7333;0.466667
prats-du-perigord;44.6833;1.06667
archignac;45.0167;1.3
lardin-saint-lazare;45.1298;1.22695
etouars;45.6;0.633333
saint-leon-sur-l-isle;45.1167;0.5
larzac;44.75;1
saint-felix-de-villadeix;44.9167;0.683333
saint-pardoux-et-vielvic;44.7667;0.95
sigoules;44.75;0.416667
beaumont-du-perigord;44.7698;0.766944
ginestet;44.9167;0.433333
mouzens-24;44.85;1
bassillac;45.1906;0.813333
rudeau-ladosse;45.4833;0.5
sainte-alvere;44.9467;0.808889
beauronne;45.1;0.383333
bonneville-et-saint-avit-de-fumadieres;44.8825;0.08
saint-pardoux-de-drone;45.2256;0.421389
montpeyroux-24;44.9167;0.066667
chapelle-saint-jean;45.2;1.15
farges-24;45.1167;1.2
coulounieix-chamiers;45.1667;0.7
allemans;45.2875;0.309444
escoire;45.2;0.85
saint-paul-de-serre;45.0833;0.616667
saint-paul-lizonne;45.3167;0.266667
cendrieux;45;0.833333
faurilles;44.7;0.7
vezac-24;44.8333;1.18333
saint-medard-d-excideuil;45.3417;1.07056
sainte-orse;45.2;1.08333
villac;45.1833;1.25
saint-martin-le-pin;45.55;0.616667
bardou;44.7333;0.683333
saint-andre-d-allas;44.8833;1.18333
veyrines-de-vergt;45;0.783333
fonroque;44.7;0.416667
paunat;44.9;0.866667
saint-michel-de-villadeix;44.9833;0.716667
castelnaud-la-chapelle;44.815;1.14861
fleurac-24;45.0167;1
saint-jean-d-ataux;45.1431;0.409722
buisson-de-cadouin;44.8453;0.909722
minzac;44.9667;0.05
bourniquel;44.8;0.85
saint-laurent-des-batons;44.9667;0.75
saint-jory-de-chalais;45.4984;0.898889
saint-gery-24;44.9833;0.316667
saint-sulpice-de-mareuil;45.4667;0.5
faux-24;44.7895;0.642778
milhac-de-nontron;45.4667;0.783333
pizou;45.0167;0.066667
saint-marcel-du-perigord;44.9167;0.716667
lalinde;44.8333;0.733333
beleymas;44.9833;0.5
saint-crepin-et-carlucet;44.9667;1.26667
nantheuil;45.4167;0.95
beaussac;45.5;0.5
marquay-24;44.95;1.15
saint-sauveur-24;44.8684;0.586389
saint-pancrace-24;45.4333;0.666667
saint-pompont;44.7167;1.15
velines;44.85;0.116667
cuneges;44.7833;0.366667
saint-pardoux-la-riviere;45.5;0.75
saint-amand-de-belves;44.7667;1.03333
eglise-neuve-d-issac;44.9833;0.433333
campsegret;44.9333;0.566667
bourg-du-bost;45.2667;0.25
port-sainte-foy-et-ponchapt;44.8437;0.210278
audrix;44.8833;0.933333
grolejac;44.8167;1.3
chapelle-faucher;45.3667;0.75
saint-georges-blancaneix;44.9206;0.349167
saint-julien-de-lampon;44.8667;1.35
veyrignac;44.8333;1.31667
montcaret;44.85;0.066667
saint-amand-de-coly;45.0667;1.26667
saint-aquilin;45.1833;0.5
segonzac-24;45.2;0.433333
anlhiac;45.3167;1.13333
saint-avit-senieur;44.7667;0.816667
lamothe-montravel;44.85;0.033333
saint-aubin-de-nabirat;44.7333;1.26667
saint-raphael-24;45.3;1.06667
bourg-des-maisons;45.3333;0.433333
chourgnac;45.2364;1.05972
coutures-24;45.332;0.392778
flaugeac;44.75;0.45
varennes-24;44.8333;0.666667
mazeyrolles;44.6667;1.01667
saint-vincent-le-paluel;44.8833;1.26667
saint-aubin-de-cadelech;44.6833;0.5
ribagnac;44.7667;0.5
journiac;44.9667;0.9
saint-romain-et-saint-clement;45.4333;0.866667
gaugeac;44.6667;0.883333
bezenac;44.85;1.1
leches;44.9833;0.383333
sainte-eulalie-d-eymet;44.7;0.366667
mauzac-et-grand-castang;44.8667;0.783333
saint-aubin-de-lanquais;44.7833;0.583333
temple-laguyon;45.2339;1.1
roque-gageac;44.8333;1.2
leguillac-de-cercles;45.392;0.514444
saint-cassien-24;44.6833;0.85
belves;44.7833;1
vieux-mareuil;45.4333;0.5
petit-bersac;45.2833;0.233333
nanteuil-auriac-de-bourzac;45.3845;0.290556
orliaguet;44.9167;1.35
bertric-buree;45.3;0.35
cales-24;44.85;0.816667
puymangou;45.2;0.083333
granges-d-ans;45.2167;1.11667
clermont-d-excideuil;45.3667;1.05
lanquais;44.8167;0.666667
liorac-sur-louyre;44.897;0.644722
perigueux;45.1833;0.716667
sainte-sabine-born;44.6931;0.751667
limeyrat;45.1667;0.983333
siorac-de-riberac;45.1833;0.35
saint-jean-d-eyraud;44.95;0.45
saint-martial-de-nabirat;44.7333;1.25
bugue;44.9167;0.933333
cherval;45.4;0.366667
champs-romain;45.5333;0.783333
saint-meard-de-gurcon;44.9;0.183333
menesplet;45.0167;0.116667
montazeau;44.8833;0.15
peyzac-le-moustier;44.9833;1.08333
pazayac;45.1167;1.36667
sainte-mondane;44.85;1.33333
proissans;44.9333;1.23333
saint-remy-24;44.95;0.166667
sarlat-la-caneda;44.8833;1.21667
saint-martin-de-riberac;45.2333;0.35
salles-de-belves;44.7;1
saint-geyrac;45.1;0.933333
saint-julien-de-bourdeilles;45.3667;0.583333
couze-et-saint-front;44.8333;0.7
grives;44.7667;1.08333
cornille-24;45.25;0.783333
rochebeaucourt-et-argentine;45.4837;0.38
saint-geraud-de-corps;44.95;0.216667
carsac-de-gurson;44.95;0.1
issac;45.0167;0.45
saint-avit-riviere;44.75;0.883333
gonterie-boulouneix;45.3833;0.6
graulges;45.5;0.45
connezac;45.5;0.516667
monmarves;44.7;0.6
salon-24;45.0333;0.783333
angoisse;45.4167;1.13333
genis;45.3167;1.16667
corgnac-sur-l-isle;45.3833;0.95
saint-cyprien-24;44.8667;1.03333
lempzours;45.3667;0.816667
saint-front-de-pradoux;45.05;0.35
nabirat;44.75;1.28333
thenon;45.1333;1.06667
villars-24;45.4167;0.75
nadaillac;45.0389;1.39778
nailhac;45.2167;1.13333
carves;44.7833;1.06667
sainte-radegonde-24;44.6903;0.678333
sainte-innocence;44.7167;0.4
saint-capraise-d-eymet;44.7;0.5
borreze;44.95;1.38333
douchapt;45.2333;0.433333
chateau-l-eveque;45.25;0.683333
vaunac;45.3667;0.866667
bergerac;44.85;0.483333
moulin-neuf-24;45.0167;0.066667
jumilhac-le-grand;45.4833;1.06667
saint-genies;45;1.25
trelissac;45.1833;0.783333
verteillac;45.35;0.366667
villefranche-du-perigord;44.6333;1.08333
villamblard;45.0167;0.55
campagnac-les-quercy;44.6833;1.18333
saint-meard-de-drone;45.2492;0.421944
cause-de-clerans;44.8667;0.666667
marsaneix;45.1;0.783333
conne-de-labarde;44.7833;0.55
biras;45.2833;0.633333
verdon-24;44.8;0.633333
pezuls;44.9167;0.816667
cercles;45.3667;0.45
besse-24;44.6667;1.11667
tamnies;44.9667;1.16667
marcillac-saint-quentin;44.9667;1.23333
valeuil;45.3333;0.616667
fouleix;44.9833;0.683333
nastringues;44.8667;0.166667
teyjat;45.5833;0.583333
cours-de-pile;44.8333;0.55
alles-sur-dordogne;44.85;0.866667
prigonrieux;44.85;0.4
bachellerie;45.1459;1.15361
nanthiat;45.4;0.983333
saint-saud-lacoussiere;45.5333;0.816667
chassaignes;45.25;0.25
saint-antoine-de-breuilh;44.8333;0.166667
champeaux-et-la-chapelle-pommier;45.4734;0.578611
saint-vincent-de-connezac;45.1667;0.4
saint-agne;44.8362;0.634167
monmadales;44.7667;0.616667
sainte-croix-de-mareuil;45.4667;0.433333
saint-jean-de-cole;45.4167;0.833333
firbeix;45.6;0.966667
saint-cyr-les-champagnes;45.3833;1.28333
monestier-24;44.7667;0.316667
dussac;45.4;1.08333
montrem;45.1333;0.6
saint-felix-de-bourdeilles;45.4167;0.566667
lacropte;45.0417;0.833333
chapelle-montmoreau;45.45;0.65
saint-laurent-des-hommes;45.0333;0.25
saint-maime-de-pereyrol;45.0148;0.646944
grezes-24;45.1;1.36667
excideuil;45.3333;1.05
echourgnac;45.1167;0.233333
gabillou;45.2;1.03333
jemaye;45.1667;0.25
lamonzie-saint-martin;44.85;0.383333
beaupouyet;45;0.266667
lavaur-24;44.6;1.03333
cassagne-24;45.05;1.31667
coquille;45.55;0.983333
champagne-et-fontaine;45.4167;0.316667
saint-germain-et-mons;44.8417;0.591667
rouffignac-saint-cernin-de-reilhac;45.0478;0.977222
saint-antoine-cumond;45.2667;0.2
saint-vincent-sur-l-isle;45.25;0.883333
sadillac;44.7333;0.483333
allas-les-mines;44.8333;1.06667
busserolles;45.6833;0.633333
mescoules;44.75;0.416667
chenaud;45.2167;0.1
valojoulx;45.1167;1.15
ponteyraud;45.2;0.233333
servanches;45.15;0.166667
savignac-ledrier;45.3667;1.21667
loubejac;44.5833;1.1
domme;44.8;1.21667
queyssac;44.9;0.55
fossemagne;45.1333;0.983333
naussannes;44.75;0.733333
brouchaud;45.2;1
sainte-foy-de-belves;44.7333;1.05
cherveix-cubas;45.2833;1.11667
saussignac;44.8167;0.333333
villetoureix;45.2667;0.366667
mussidan;45.0333;0.366667
saint-crepin-d-auberoche;45.1333;0.9
champniers-et-reilhac;45.6725;0.731111
labouquerie;44.7333;0.8
paulin;45;1.33333
montignac-24;45.0664;1.16139
abjat-sur-bandiat;45.585;0.758056
jaure;45.0567;0.553889
mialet-24;45.55;0.9
saint-laurent-la-vallee;44.75;1.11667
mayac;45.2833;0.933333
ajat;45.15;1.01667
montaut-24;44.7484;0.626667
festalemps;45.2333;0.233333
mauzens-et-miremont;45;0.916667
campagne-24;44.9;0.966667
dornac;45.0833;1.35
sainte-foy-de-longas;44.9333;0.75
saint-felix-de-reillac-et-mortemart;45.0333;0.916667
biron-24;44.6309;0.872222
bourgnac;45.0167;0.4
monsac;44.7833;0.7
hautefaye;45.5333;0.483333
saint-jean-d-estissac;45.0333;0.516667
rouffignac-de-sigoules;44.7833;0.45
castels;44.8667;1.05
montagnac-d-auberoche;45.1833;0.95
sagelat;44.7833;1
monsec;45.4167;0.533333
pontours;44.8333;0.766667
douze;45.0667;0.866667
monsaguel;44.7333;0.583333
montpon-menesterol;45;0.166667
saint-cernin-de-labarde;44.7667;0.566667
razac-de-saussignac;44.8;0.283333
salagnac;45.3167;1.18333
carsac-aillac;44.8333;1.25
plaisance-24;44.7083;0.566667
preyssac-d-excideuil;45.3333;1.1
chalagnac;45.1;0.666667
saint-rabier;45.1667;1.15
neuvic-24;45.1;0.466667
piegut-pluviers;45.6167;0.683333
manaurie;44.9667;0.983333
chapelle-gonaguet;45.2333;0.616667
fraisse;44.9333;0.3
cenac-et-saint-julien;44.8;1.2
bouillac-24;44.7667;0.9
saint-estephe-24;45.5917;0.662778
orliac;44.7167;1.06667
thiviers;45.4167;0.916667
lussas-et-nontronneau;45.5;0.583333
nontron;45.5333;0.666667
clermont-de-beauregard;44.95;0.65
maurens-24;44.9333;0.483333
coulaures;45.3;0.983333
thonac;45.0167;1.11667
saint-martial-de-valette;45.5167;0.65
bourdeilles;45.3167;0.6
