id;latitude;longitude
cornac;44.9167;1.88333
rouffilhac;44.7833;1.41667
loubressac;44.8833;1.8
cregols;44.4667;1.7
arques-46;44.6;1.26667
lavercantiere;44.6333;1.3
montbrun-46;44.5;1.91667
saint-michel-loubejou;44.9;1.85
parnac-46;44.5;1.3
puyjourdes;44.4167;1.86667
pontcirq;44.55;1.28333
trespoux-rassiels;44.4167;1.36667
lauresses;44.7667;2.13333
bretenoux;44.9167;1.83333
mauroux-46;44.4553;1.04639
sainte-alauzie;44.3167;1.3
cezac-46;44.3333;1.35
gintrac;44.9;1.76667
bastit;44.7167;1.66667
saint-matre;44.4;1.13333
esclauzels;44.4333;1.61667
estal;44.9167;1.85
pescadoires;44.5;1.16667
autoire;44.85;1.83333
belfort-du-quercy;44.25;1.55
lauzes;44.5667;1.58333
pinsac;44.85;1.51667
labastide-marnhac;44.4;1.38333
livernon;44.65;1.85
montredon;44.6167;2.18333
castelfranc;44.5;1.21667
larroque-toirac;44.5167;1.95
quatre-routes-du-lot;44.9973;1.64528
laramiere;44.3333;1.88333
mayrac;44.9;1.56667
cuzac;44.5833;2.15
saint-jean-de-laur;44.4333;1.85
figeac;44.6;2.03333
gagnac-sur-cere;44.9389;1.87722
promilhanes;44.3833;1.81667
comiac;44.9333;2
saillac-46;44.3333;1.76667
creysse-46;44.8833;1.6
aynac;44.7833;1.85
montlauzun;44.3;1.21667
saint-germain-du-bel-air;44.65;1.43333
lhospitalet;44.3612;1.40806
lherm-46;44.5667;1.24167
milhac;44.8;1.33333
soturac;44.5;1.01667
labastide-du-haut-mont;44.8348;2.12084
linac;44.6667;2.13333
saint-medard-de-presque;44.8667;1.85
glanes;44.9167;1.88333
bio;44.7833;1.78333
labastide-du-vert;44.5167;1.28333
saint-cirq-madelon;44.7833;1.3
saint-medard-46;44.5384;1.29417
cardaillac;44.6833;2
serignac-46;44.4342;1.10472
saint-laurent-les-tours;44.8667;1.9
meyronne;44.8833;1.58333
saint-cere;44.8667;1.9
touzac-46;44.5;1.05
montet-et-bouxal;44.7333;2.06667
cressensac;45.0167;1.51667
rignac-46;44.8064;1.69556
latouille-lentillac;44.85;1.98333
sauliac-sur-cele;44.5167;1.71667
bagnac-sur-cele;44.6664;2.15834
lalbenque;44.3333;1.55
theminettes;44.7167;1.86667
gigouzac;44.5833;1.43333
montamel;44.6062;1.44889
condat-46;44.9917;1.66667
lissac-et-mouret;44.6264;1.98778
saint-bressou;44.7;1.98333
lagardelle;44.4833;1.18333
soulomes;44.6333;1.6
saint-daunes;44.3667;1.25
saint-cyprien-46;44.3167;1.25
issendolus;44.7333;1.8
lacave-46;44.85;1.56667
saint-sulpice-46;44.5695;1.79083
saignes-46;44.7833;1.81667
senaillac-lauzes;44.6;1.65
fontanes-du-causse;44.6667;1.65
saint-pantaleon-46;44.3667;1.28333
montvalent;44.8833;1.61667
frayssinet;44.6667;1.48333
lacapelle-cabanac;44.4667;1.06667
crayssac;44.5;1.31667
boussac-46;44.6;1.93333
albas-46;44.4667;1.23333
saint-jean-mirabel;44.6212;2.10834
cadrieu;44.4833;1.88333
senaillac-latronquiere;44.8167;2.08333
saint-martin-de-vers;44.55;1.55
cajarc;44.4833;1.85
bouyssou;44.6833;1.95
montgesty;44.5667;1.28333
quissac-46;44.6333;1.73333
montcuq;44.3333;1.21667
thedirac;44.6;1.31667
anglars-juillac;44.4833;1.21667
carlucet;44.7167;1.61667
soucirac;44.7;1.5
saint-clair-46;44.7;1.4
saint-cirq-souillaguet;44.7;1.45
blars;44.5667;1.71667
larnagol;44.4833;1.78333
mayrinhac-lentour;44.8167;1.8
saint-michel-de-bannieres;44.9833;1.68333
martel;44.937;1.60889
carnac-rouffiac;44.4167;1.25
beaumat;44.65;1.51667
cabrerets;44.5;1.65
montat;44.3833;1.45
saint-cirq-lapopie;44.4667;1.66667
frontenac-46;44.55;1.98333
laroque-des-arcs;44.4833;1.46667
sainte-croix-46;44.3417;1.16667
reilhaguet;44.7667;1.5
vergne-46;44.8;1.76667
ginouillac;44.7259;1.53833
viazac;44.6667;1.83333
cavagnac;45.0087;1.64
rampoux;44.6333;1.3
albiac-46;44.7667;1.81667
cahus;44.95;1.93333
flaugnac;44.2833;1.38333
lunan;44.6167;2.1
cazals-46;44.6434;1.22639
leobard;44.7167;1.3
vaylats;44.3333;1.65
camboulit;44.6;1.96667
brengues;44.5667;1.83333
carayac;44.5333;1.93333
saint-gery-46;44.4833;1.58333
anglars-nozac;44.7833;1.41667
faycelles;44.5667;1.98333
escamps-46;44.4;1.58333
prayssac;44.5039;1.18806
cremps;44.4;1.61667
cieurac;44.3833;1.51667
fourmagnac;44.65;2
lascabanes;44.35;1.3
sauzet-46;44.4167;1.25
lunegarde;44.6833;1.68333
fargues-46;44.4167;1.21667
bagat-en-quercy;44.372;1.24195
couzou;44.7667;1.61667
ladirat;44.8167;1.98333
bach;44.35;1.68333
saux;44.3833;1.08333
masclat;44.8333;1.4
girac;44.9167;1.81667
lanzac;44.8667;1.48333
concores;44.6667;1.4
lugagnac;44.4167;1.73333
prendeignes;44.6833;2.11667
themines;44.7333;1.83333
laburgade;44.3833;1.55
sarrazac-46;45.0167;1.58333
vers-46;44.4833;1.56667
saint-chamarand;44.6833;1.46667
payrac;44.8;1.46667
saint-paul-de-vern;44.8333;1.95
lamativie;44.95;2.03333
montcabrier-46;44.5417;1.07417
pern;44.3167;1.4
saint-denis-les-martel;44.9333;1.65
bourg-46;44.7167;1.91667
rueyres;44.7481;1.84639
francoules;44.55;1.48333
rudelle;44.7167;1.88333
bouzies;44.4833;1.63333
caillac;44.4833;1.35
cassagnes-46;44.55;1.15
gramat;44.7833;1.71667
saint-simon-46;44.7;1.86667
boulve;44.4333;1.16667
corn;44.6;1.91667
beauregard-46;44.3333;1.8
nadillac;44.55;1.51667
capdenac;44.5809;2.06917
duravel;44.5167;1.08333
miers;44.85;1.7
baladou;44.9167;1.56667
nadaillac-de-rouge;44.85;1.43333
lamagdelaine;44.4667;1.48333
vidaillac;44.35;1.83333
bessonies;44.8;2.15
peyrilles;44.6167;1.41667
latronquiere;44.8;2.08333
saint-sozy;44.8833;1.56667
vire-sur-lot;44.4909;1.08695
villeseque;44.4;1.3
durbans;44.6667;1.76667
betaille;44.95;1.73333
salviac;44.6833;1.26667
saint-maurice-en-quercy;44.75;1.95
castelnau-montratier;44.2689;1.35306
sainte-colombe-46;44.7167;2.01667
belmont-sainte-foi;44.2833;1.65
reyrevignes;44.65;1.91667
molieres-46;44.7939;1.93528
thegra;44.8167;1.75
floirac-46;44.9167;1.65
alvignac;44.8333;1.7
issepts;44.6667;1.93333
calamane;44.5167;1.38333
camburat;44.6333;2.01667
reilhac-46;44.7;1.71667
saint-sauveur-la-vallee;44.6;1.55
sonac;44.7;1.88333
saint-perdoux-46;44.6667;2.06667
frayssinhes;44.8667;1.95
saint-caprais-46;44.6083;1.15833
saint-jean-lagineste;44.8234;1.86083
ussel-46;44.5833;1.5
biars-sur-cere;44.9333;1.86667
saint-pierre-lafeuille;44.5167;1.43333
saint-medard-nicourby;44.7667;2.05
saint-vincent-rive-d-olt;44.4667;1.28333
saint-vincent-du-pendit;44.8333;1.91667
lacam-d-ourcet;44.85;2
lacapelle-marival;44.7167;1.93333
labastide-murat;44.65;1.56667
flaujac-gare;44.7167;1.8
saint-hilaire-46;44.775;2.15528
gourdon-46;44.7333;1.38333
marminiac;44.6667;1.21667
uzech;44.5833;1.38333
sabadel-lauzes;44.5667;1.61667
mechmont;44.5667;1.48333
puybrun;44.9167;1.8
maxou;44.5417;1.44167
saint-cirgues-46;44.7333;2.11667
saint-martin-le-redon;44.5333;1.05
frayssinet-le-gelat;44.5833;1.16667
laval-de-cere;44.95;1.93333
cuzance;44.9667;1.55
gindou;44.6333;1.26667
vigan-46;44.75;1.43333
calvignac;44.4667;1.8
assier;44.6667;1.88333
prudhomat;44.9;1.83333
grezes-46;44.6167;1.81667
saint-jean-lespinasse;44.8667;1.86667
nuzejouls;44.5333;1.36667
saint-projet-46;44.7448;1.49056
espere;44.5;1.36667
saint-chels;44.5167;1.8
pradines-46;44.4833;1.4
arcambal;44.45;1.51667
cambayrac;44.4333;1.26667
lebreil;44.3333;1.18333
valprionde;44.3667;1.11667
saint-paul-de-loubressac;44.2973;1.44833
souillac;44.9;1.48333
junies;44.5333;1.25
loupiac-46;44.8178;1.46083
payrignac;44.75;1.35
espeyroux;44.7667;1.93333
cambes-46;44.6167;1.95
fons-46;44.65;1.96667
luzech;44.4833;1.28333
caniac-du-causse;44.6167;1.63333
montfaucon-46;44.6833;1.56667
seniergues;44.7;1.55
lentillac-du-causse;44.55;1.63333
degagnac;44.6667;1.31667
espagnac-sainte-eulalie;44.5833;1.88333
lentillac-saint-blaise;44.6;2.13333
aujols;44.4167;1.56667
varaire;44.35;1.73333
calviac;44.9167;2.06667
douelle;44.4667;1.36667
lamothe-fenelon;44.8333;1.41667
pomarede-46;44.5667;1.18333
rocamadour;44.8;1.63333
sousceyrac;44.8667;2.03333
padirac;44.8333;1.75
terrou;44.7833;2
teyssieu;44.9167;1.96667
montclera;44.6167;1.23333
belaye;44.4667;1.2
saint-denis-catus;44.5667;1.38333
belmont-bretenoux;44.8833;1.88333
cahors;44.4333;1.43333
espedaillac;44.6333;1.78333
puy-l-eveque;44.5;1.13333
planioles;44.6333;2.05
marcilhac-sur-cele;44.55;1.76667
boissieres-46;44.5333;1.4
cazillac;45;1.61667
lachapelle-auzac;44.9333;1.48333
valroufie;44.5167;1.49167
mercues;44.5;1.38333
cenevieres;44.4667;1.75
catus;44.55;1.33333
berganty;44.45;1.65
grealou;44.5333;1.9
saint-pierre-toirac;44.5333;1.96667
saint-martin-labouval;44.4667;1.73333
belmontet;44.3667;1.16667
vayrac;44.95;1.7
fajoles;44.8;1.38333
concots;44.4167;1.63333
carennac;44.9167;1.73333
labathude;44.75;2
gorses;44.7833;2.05
beduer;44.5833;1.96667
saint-felix-46;44.6167;2.11667
bannes-46;44.8;1.91667
grezels;44.4667;1.16667
goujounac;44.5667;1.21667
lamothe-cassel;44.6167;1.51667
gignac-46;45;1.45
orniac;44.5333;1.66667
cales-46;44.8;1.55
vaillac;44.6667;1.53333
cras-46;44.5667;1.53333
anglars;44.7333;1.91667
felzins;44.6167;2.13333
tauriac-46;44.9064;1.77583
saint-cernin-46;44.5833;1.58333
leyme;44.7833;1.91667
limogne-en-quercy;44.3975;1.77028
floressas;44.45;1.13333
tour-de-faure;44.4667;1.7
saint-laurent-lolmie;44.292;1.22833
montdoumerc;44.2833;1.51667
fontanes-46;44.3167;1.5
flaujac-poujols;44.4167;1.5
cours-46;44.5167;1.55
roc;44.8667;1.43333
strenquels;44.9833;1.65
sabadel-latronquiere;44.7333;2.08333
roumagne;44.6167;0.333333
cocumont;44.45;0.033333
argenton;44.3833;0.1
granges-sur-lot;44.3833;0.466667
engayrac;44.2667;0.9
saint-geraud;44.6167;0.166667
port-sainte-marie;44.25;0.4
birac-sur-trec;44.5;0.266667
sauvagnas;44.25;0.75
pompiey;44.1833;0.216667
montesquieu-47;44.2;0.45
castelnaud-de-gratecambe;44.5;0.666667
caubon-saint-sauveur;44.5833;0.2
allemans-du-dropt;44.6333;0.283333
sauveterre-saint-denis;44.1667;0.7
sainte-maure-de-peyriac;44;0.15
clermont-dessous;44.25;0.416667
romestaing;44.4167;0.00305556
cuzorn;44.55;0.95
allez-et-cazeneuve;44.4;0.616667
virazeil;44.5;0.216667
nicole;44.3333;0.35
montpezat-47;44.35;0.516667
saint-jean-de-duras;44.6833;0.3
monclar-47;44.447;0.525833
paulhiac;44.4333;0.633333
sainte-gemme-martaillac;44.3667;0.15
bon-encontre;44.1833;0.683333
couthures-sur-garonne;44.5167;0.083333
fals;44.1;0.666667
saint-vite;44.4833;0.966667
sauveterre-la-lemance;44.5833;1.01667
saint-pierre-de-buzet;44.25;0.266667
andiran;44.1;0.266667
ambrus;44.2167;0.233333
devillac;44.6;0.8
houeilles;44.2;0.033333
esclottes;44.7;0.166667
lavardac;44.1833;0.3
moirax;44.15;0.6
lalandusse;44.65;0.533333
saint-avit-47;44.5667;0.216667
saint-sernin-47;44.7;0.233333
ruffiac-47;44.3667;0.033333
saint-etienne-de-villereal;44.6167;0.766667
fieux;44.1;0.416667
jusix;44.5333;0.066667
caumont-sur-garonne;44.45;0.2
chapelle-47;44.5667;0.266667
vergne-47;44.5833;0.4
saint-martin-de-villereal;44.6333;0.833333
sauvetat-sur-lede;44.4667;0.733333
foulayronnes;44.2333;0.666667
marmont-pachas;44.1;0.583333
auriac-sur-dropt;44.65;0.233333
cancon;44.5333;0.616667
sainte-marthe-47;44.4;0.166667
tonneins;44.3833;0.316667
thouars-sur-garonne;44.2333;0.333333
mauvezin-sur-gupie;44.55;0.15
allons-47;44.2;-0.05
saint-pastour;44.4833;0.6
fargues-sur-ourbise;44.2333;0.15
saint-barthelemy-d-agenais;44.5167;0.366667
croix-blanche;44.3;0.683333
loubes-bernac;44.7167;0.283333
moncaut;44.15;0.5
gaujac-47;44.5;0.116667
pardaillan;44.65;0.283333
montastruc-47;44.4833;0.516667
montaut-47;44.6039;0.670556
massoules;44.35;0.883333
saint-antoine-de-ficalba;44.3333;0.716667
saint-pardoux-du-breuil;44.4833;0.216667
leyritz-moncassin;44.3167;0.183333
brugnac;44.45;0.433333
massels;44.3167;0.866667
puch-d-agenais;44.3167;0.25
sembas;44.3333;0.65
frespech;44.3167;0.833333
anthe;44.3833;0.95
clairac;44.35;0.383333
saint-martin-curton;44.3167;0.016667
douzains;44.6333;0.533333
doudrac;44.65;0.683333
razimet;44.35;0.233333
montauriol-47;44.6167;0.566667
brax-47;44.2;0.533333
pujols-47;44.4;0.683333
colayrac-saint-cirq;44.2167;0.566667
lacepede;44.3333;0.466667
cavarc;44.6833;0.633333
lagarrigue-47;44.3;0.383333
penne-d-agenais;44.3833;0.833333
cuq-47;44.0833;0.7
pont-du-casse;44.2333;0.683333
savignac-de-duras;44.7;0.2
bourran;44.3333;0.4
gavaudun;44.5667;0.9
monviel;44.5667;0.533333
lamontjoie;44.0667;0.533333
tombeb逑oeuf;44.5;0.45
serignac-peboudou;44.6;0.55
agen;44.2;0.633333
saint-vincent-de-lamontjoie;44.0833;0.5
bourgougnague;44.6167;0.416667
fauillet;44.4167;0.283333
saint-romain-le-noble;44.1667;0.783333
monbalen;44.3167;0.716667
lannes;44.0333;0.283333
fauguerolles;44.4333;0.25
layrac;44.1333;0.666667
bias-47;44.4167;0.683333
hautesvignes;44.4667;0.35
villebramar;44.5167;0.483333
casseneuil;44.45;0.616667
villeneuve-sur-lot;44.4;0.716667
cauzac;44.2833;0.85
calonges;44.3667;0.233333
caudecoste;44.1167;0.733333
sauvetat-de-saveres;44.2333;0.833333
dolmayrac;44.3667;0.583333
bruch;44.2167;0.416667
castillonnes;44.65;0.6
montagnac-sur-auvignon;44.15;0.466667
puysserampion;44.6;0.3
saumejan;44.2333;-0.00388889
casteljaloux;44.3167;0.1
astaffort;44.0667;0.666667
tourliac;44.6833;0.816667
laplume;44.1167;0.533333
roquefort-47;44.1833;0.55
boe;44.1667;0.633333
nomdieu;44.1;0.483333
ferrensac;44.6333;0.616667
reaup-lisse;44.0906;0.186944
soumensac;44.6833;0.316667
barbaste;44.1667;0.283333
gontaud-de-nogaret;44.4564;0.295
villereal;44.6333;0.75
savignac-sur-leyze;44.4833;0.8
villefranche-du-queyran;44.3;0.2
ledat;44.4542;0.667778
grateloup-saint-gayrand;44.4167;0.383333
marcellus;44.4833;0.083333
vianne;44.2;0.316667
dondas;44.25;0.85
sainte-bazeille;44.5333;0.1
durance;44.1667;0.166667
cahuzac-47;44.6667;0.55
mezin;44.05;0.266667
duras;44.6667;0.183333
calignac;44.1333;0.433333
meilhan-sur-garonne;44.5167;0.033333
clermont-soubiran;44.1406;0.831944
saint-georges-47;44.442;0.933889
castelmoron-sur-lot;44.4;0.5
saint-maurice-de-lestapel;44.5667;0.566667
trentels;44.4333;0.866667
passage-47;44.2;0.616667
samazan;44.4333;0.116667
vares;44.45;0.366667
xaintrailles;44.2;0.25
montignac-toupinerie;44.55;0.35
sauvetat-du-dropt;44.65;0.333333
cambes-47;44.5833;0.283333
moulinet-47;44.5333;0.566667
saint-etienne-de-fougeres;44.4167;0.55
blanquefort-sur-briolance;44.6;0.966667
marmande;44.5;0.166667
cazideroque;44.4;0.933333
bousses;44.1333;0.1
serignac-sur-garonne;44.2167;0.5
poussignac;44.35;0.05
anzex;44.2833;0.166667
fourques-sur-garonne;44.45;0.183333
fregimont;44.2833;0.466667
mas-d-agenais;44.4;0.216667
saint-colomb-de-lauzun;44.6;0.466667
levignac-de-guyenne;44.6333;0.2
moustier;44.6333;0.3
reunion;44.2975;0.117778
saint-hilaire-de-lusignan;44.2264;0.5125
tournon-d-agenais;44.4;1
galapian;44.3;0.416667
saint-sardos-47;44.35;0.483333
pinderes;44.2667;0.033333
sainte-colombe-en-bruilhois;44.1833;0.516667
saint-laurent-47;44.247;0.4
aubiac-47;44.1333;0.583333
monbahus;44.55;0.533333
bournel;44.6167;0.666667
laussou;44.5833;0.816667
saint-martin-de-beauville;44.227;0.818056
monflanquin;44.5333;0.766667
buzet-sur-ba跳se;44.2581;0.299167
verteuil-d-agenais;44.4667;0.416667
puymiclan;44.5167;0.316667
saint-aubin-47;44.4762;0.8525
sainte-livrade-sur-lot;44.4;0.6
pailloles;44.4667;0.633333
puymirol;44.1833;0.783333
antagnac;44.35;0.016667
moncrabeau;44.0333;0.366667
courbiac;44.3833;1.05
agnac;44.65;0.366667
rives-47;44.65;0.75
lafox;44.1667;0.7
castelnau-sur-gupie;44.55;0.15
salles-47;44.5492;0.871111
saint-urcisse-47;44.1667;0.833333
fumel;44.5;0.966667
lacapelle-biron;44.6;0.9
montpouillan;44.4833;0.116667
saint-caprais-de-lerm;44.2167;0.75
masquieres;44.4167;1.05
thezac-47;44.4333;1.01667
estillac;44.1667;0.55
laparade;44.3833;0.45
mongaillard;44.2;0.283333
aiguillon-47;44.3;0.35
beaugas;44.5;0.583333
montignac-de-lauzun;44.5667;0.466667
castella;44.3167;0.683333
hautefage-la-tour;44.3167;0.8
auradou;44.35;0.816667
saint-leon-47;44.2833;0.233333
parranquet;44.65;0.816667
lougratte;44.5833;0.616667
segalas-47;44.5833;0.533333
tourtres;44.5;0.433333
miramont-de-guyenne;44.6;0.366667
saint-salvy;44.3;0.433333
monheurt;44.3333;0.3
agme;44.4833;0.333333
seyches;44.55;0.3
monsempron-libos;44.4833;0.933333
prayssas;44.2833;0.5
coulx;44.4667;0.483333
condezaygues;44.4833;0.916667
montayral;44.4833;0.983333
saint-robert-47;44.25;0.8
saint-leger-47;44.2833;0.316667
saint-sauveur-de-meilhan;44.475;-0.00222222
grayssas;44.1667;0.883333
bourlens;44.4167;0.966667
armillac;44.55;0.383333
castelculier;44.1833;0.716667
pompogne;44.25;0.05
damazan;44.2833;0.283333
dausse;44.3833;0.9
laugnac;44.3167;0.6
tayrac-47;44.2;0.85
grezet-cavagnan;44.3833;0.133333
labretonie;44.4833;0.366667
saint-jean-de-thurac;44.1667;0.75
temple-sur-lot;44.3667;0.533333
sos;44.0333;0.15
saint-sixte-47;44.1284;0.783333
nerac;44.1333;0.35
saint-pierre-de-clairac;44.1833;0.766667
laroque-timbaut;44.2833;0.766667
beaupuy-47;44.5333;0.166667
lagupie;44.55;0.133333
lasserre-47;44.0648;0.391389
pinel-hauterive;44.4333;0.566667
bazens;44.2667;0.416667
villeton;44.35;0.266667
madaillan;44.277;0.573889
peyriere;44.5667;0.316667
montagnac-sur-lede;44.55;0.85
guerin;44.4;0.083333
senestis;44.4167;0.233333
frechou;44.0833;0.316667
poudenas;44.05;0.216667
saint-pe-saint-simon;44.0025;0.101667
saint-martin-petit;44.55;0.1
bouglon;44.3833;0.1
lagruere;44.3833;0.233333
saint-sylvestre-sur-lot;44.4;0.816667
tremons;44.4167;0.916667
saint-astier-47;44.725;0.25
sainte-colombe-de-duras;44.6833;0.133333
mazieres-naresse;44.6667;0.716667
saint-maurin;44.2;0.9
sainte-colombe-de-villeneuve;44.3667;0.65
perche-47;44.55;0.416667
monteton;44.6167;0.25
lauzun;44.6333;0.466667
espiens;44.1667;0.366667
monsegur-47;44.4839;0.879167
baleyssagues;44.6833;0.166667
feugarolles;44.2167;0.35
lacaussade;44.5167;0.833333
saint-nicolas-de-la-balerme;44.15;0.766667
saint-pardoux-isaac;44.6;0.383333
saint-pierre-sur-dropt;44.6333;0.2
saint-quentin-du-dropt;44.6833;0.583333
saint-eutrope-de-born;44.5667;0.683333
lusignan-petit;44.2833;0.533333
longueville-47;44.4667;0.233333
rayet;44.65;0.783333
escassefort;44.55;0.233333
bajamont;44.2656;0.706111
lafitte-sur-lot;44.3517;0.431389
francescas;44.0667;0.433333
caubeyres;44.25;0.2
villeneuve-de-duras;44.7333;0.233333
saint-front-sur-lemance;44.5667;0.966667
boudy-de-beauregard;44.5387;0.689167
saumont;44.1333;0.45
taillebourg-47;44.45;0.233333
beauville-47;44.2667;0.883333
cours-47;44.3333;0.583333
labastide-castel-amouroux;44.35;0.116667
fongrave;44.5333;0.4
beauziac;44.3333;0.05
blaymont;44.3167;0.966667
cassignas;44.3;0.8
albaret-sainte-marie;44.8833;3.26667
recoules-de-fumas;44.6333;3.35
saint-leger-du-malzieu;44.8833;3.31667
malene;44.3;3.31667
monts-verts;44.8578;3.20528
antrenas;44.5833;3.26667
gabrias;44.55;3.38333
salle-prunet;44.3164;3.61334
malbouzon;44.7;3.13333
saint-laurent-de-muret;44.6;3.2
villefort-48;44.4403;3.93278
chasserades;44.55;3.81667
florac;44.3167;3.6
rousses-48;44.2;3.6
pont-de-montvert;44.3667;3.75
gabriac-48;44.1833;3.73333
saint-julien-du-tournel;44.4833;3.66667
sainte-helene-48;44.5192;3.60278
sainte-enimie;44.3667;3.41667
fontanes-48;44.7667;3.78333
vignes-48;44.2833;3.23333
saint-leger-de-peyre;44.6;3.3
chaulhac;44.9167;3.25
brenoux;44.4833;3.53333
estables-48;44.6667;3.41667
chambon-le-chateau;44.85;3.66667
langogne;44.7167;3.85
marvejols;44.55;3.28333
brion-48;44.75;3.08333
canilhac;44.4167;3.15
villedieu-48;44.7;3.5
fraissinet-de-lozere;44.3833;3.7
saint-juery-48;44.8333;3.1
fournels;44.8167;3.11667
montrodat;44.55;3.33333
born-48;44.5667;3.55
luc-48;44.65;3.88333
pied-de-borne;44.4756;3.98473
salces;44.5333;3.15
saint-etienne-du-valdonnez;44.45;3.56667
pierrefiche-48;44.6833;3.73333
pourcharesses;44.4387;3.93278
grandrieu;44.7833;3.63333
saint-andre-de-lancize;44.2667;3.81667
belvezet-48;44.55;3.75
saint-germain-de-calberte;44.2167;3.8
paulhac-en-margeride;44.8667;3.38333
saint-pierre-le-vieux-48;44.8473;3.30861
collet-de-deze;44.25;3.91667
saint-paul-le-froid;44.7833;3.56667
saint-denis-en-margeride;44.7364;3.4725
malzieu-ville;44.85;3.35
chastel-nouvel;44.5667;3.51667
hermaux;44.5167;3.11667
laval-du-tarn;44.35;3.35
rozier;44.1833;3.21667
saint-privat-du-fau;44.9167;3.35
saint-chely-d-apcher;44.8;3.28333
ribennes;44.6333;3.4
monastier-pin-mories;44.5148;3.25445
saint-laurent-de-treves;44.2667;3.6
altier;44.4667;3.86667
marchastel-48;44.65;3.11667
rimeize;44.7667;3.31667
saint-andeol-de-clerguemort;44.2833;3.9
saint-michel-de-deze;44.2333;3.9
saint-bonnet-de-chirac;44.5167;3.26667
saint-maurice-de-ventalon;44.3167;3.83333
prinsuejols;44.6667;3.18333
rocles-48;44.7;3.78333
bessons;44.7667;3.25
saint-pierre-de-nogaret;44.4833;3.13333
esclanedes;44.4833;3.36667
julianges;44.9333;3.31667
canourgue;44.4167;3.21667
saint-bauzile-48;44.482;3.50223
saint-julien-d-arpaon;44.3;3.66667
naussac-48;44.75;3.78333
saint-germain-du-teil;44.4833;3.16667
allenc;44.5333;3.66667
saint-flour-de-mercoire;44.7;3.83333
fage-saint-julien;44.8;3.2
buisson-48;44.6333;3.23333
vialas;44.3333;3.9
saint-julien-des-points;44.2667;3.96667
saint-frezal-de-ventalon;44.2833;3.86667
cheylard-l-eveque;44.65;3.8
pompidou;44.2;3.65
malzieu-forain;44.8545;3.32834
saint-jean-la-fouillouse;44.7;3.66667
molezon;44.2167;3.66667
salelles-48;44.4833;3.28333
saint-pierre-des-tripiers;44.2333;3.28333
palhers;44.5333;3.3
balsieges;44.4833;3.46667
lajo;44.8333;3.43333
lachamp;44.6167;3.38333
sainte-colombe-de-peyre;44.6833;3.23333
cubierettes;44.45;3.78333
mas-d-orcieres;44.4667;3.7
fage-montivernoux;44.75;3.18333
chaudeyrac;44.65;3.75
auroux;44.75;3.73333
cocures;44.35;3.61667
saint-amans-48;44.6583;3.45
saint-martin-de-lansuscle;44.2167;3.75
saint-frezal-d-albuges;44.55;3.76667
banassac;44.4333;3.2
saint-hilaire-de-lavit;44.25;3.86667
saint-gal;44.6667;3.43333
chateauneuf-de-randon;44.65;3.66667
montbel-48;44.5833;3.71667
tieule;44.3833;3.15
bastide-puylaurent;44.6;3.9
cubieres;44.4667;3.76667
albaret-le-comtal;44.8667;3.15
chirac-48;44.5333;3.26667
saint-rome-de-dolan;44.2667;3.21667
barre-des-cevennes;44.25;3.65
quezac-48;44.3667;3.53333
vebron;44.2333;3.56667
serverette;44.7;3.38333
bedoues;44.35;3.6
noalhac;44.8167;3.13333
saint-laurent-de-veyres;44.7667;3.15
hures-la-parade;44.2448;3.3525
aumont-aubrac;44.7167;3.28333
mas-saint-chely;44.3167;3.4
saint-etienne-vallee-francaise;44.1667;3.84195
fontans;44.7333;3.4
trelans;44.5;3.08333
saint-alban-sur-limagnole;44.7833;3.38333
fraissinet-de-fourques;44.2167;3.53333
montbrun-48;44.3333;3.5
pelouse;44.5687;3.61667
arzenc-de-randon;44.65;3.61667
saint-sauveur-de-peyre;44.65;3.28333
chanac;44.4667;3.33333
moissac-vallee-francaise;44.1631;3.78445
cultures;44.5;3.38333
bassurels;44.1833;3.61667
saint-saturnin-48;44.4083;3.19167
fau-de-peyre;44.7333;3.21667
saint-andre-capceze;44.4167;3.95
saint-bonnet-de-montauroux;44.8167;3.71667
prunieres-48;44.8167;3.35
chastanier;44.7167;3.75
barjac-48;44.5;3.4
saint-sauveur-de-ginestoux;44.7;3.6
sainte-croix-vallee-francaise;44.1798;3.74223
ispagnac;44.3667;3.53333
javols;44.6833;3.35
chadenet;44.5;3.61667
mende;44.5167;3.5
saint-privat-de-vallongue;44.2833;3.83333
lanuejols-48;44.5;3.56667
badaroux;44.5333;3.55
arzenc-d-apcher;44.85;3.11667
cassagnas;44.2667;3.75
recoux;44.3333;3.15
grandvals;44.7333;3.05
meyrueis;44.1667;3.43333
gatuzieres;44.2;3.48333
laubert;44.55;3.63333
prevencheres;44.5167;3.91667
chauchailles;44.7833;3.1
panouse;44.7333;3.58333
chaze-de-peyre;44.7;3.25
nasbinals;44.6667;3.05
sainte-eulalie-48;44.7833;3.45
rieutort-de-randon;44.6353;3.47917
saint-georges-de-levejac;44.3167;3.23333
saint-symphorien-48;44.8333;3.61667
laval-atger;44.8;3.68333
recoules-d-aubrac;44.6833;3.03333
saint-martin-de-boubaux;44.2;3.91667
termes-48;44.8131;3.16667
massegros;44.3;3.18333
bleymard;44.4833;3.73333
servieres;44.5833;3.41667
bondons;44.3833;3.61667
bagnols-les-bains;44.5;3.66667
grezes-48;44.5167;3.33333
blavignac;44.8833;3.28333
laubies;44.6833;3.43333
chatelais;47.7667;-0.916667
nueil-sur-layon;47.1167;-0.366667
armaille;47.7167;-1.13333
